ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
978,lfmHq,8B. Git · Branches · Desktop dark,pbEXQ,Action icon,Switch,8B. Git · Branches · Desktop dark > Page workspace > Page content > Branch management > Branches > bench/156-rebalance-optimized > Switch,lfmHq/exbON/C9dRMU/AKgKI/Yx4yH/Q2HF8/w6t5Zm,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
979,lfmHq,8B. Git · Branches · Desktop dark,pbEXQ,Action icon,Switch,8B. Git · Branches · Desktop dark > Page workspace > Page content > Branch management > Branches > ci/automated-pr-review > Switch,lfmHq/exbON/C9dRMU/AKgKI/Yx4yH/G0d8mH/Pc77b,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
980,lfmHq,8B. Git · Branches · Desktop dark,pbEXQ,Action icon,Switch,8B. Git · Branches · Desktop dark > Page workspace > Page content > Branch management > Branches > feat/complete-worker-delegation > Switch,lfmHq/exbON/C9dRMU/AKgKI/Yx4yH/T1CFF/O47SPp,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
981,lfmHq,8B. Git · Branches · Desktop dark,pbEXQ,Action icon,Switch,8B. Git · Branches · Desktop dark > Page workspace > Page content > Branch management > Branches > feat/detect-recurring-ci-failures > Switch,lfmHq/exbON/C9dRMU/AKgKI/Yx4yH/JP88d/JiWXo,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
982,lfmHq,8B. Git · Branches · Desktop dark,pbEXQ,Action icon,Create branch,8B. Git · Branches · Desktop dark > Page workspace > Page content > Branch management > Base branch and creation > Create branch,lfmHq/exbON/C9dRMU/AKgKI/LBFKS/KfSRz,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#0F172A,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
983,N7h8fV,8D. Git · Branches · Mobile dark,gf66U,Open navigation,Cezarion cezar,8D. Git · Branches · Mobile dark > Shared mobile header,N7h8fV/j8iWO,lucide,menu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#8992A6,icons/lucide-menu-fdc199b4cb7c.svg,lucide/menu/fdc199b4cb7c
984,N7h8fV,8D. Git · Branches · Mobile dark,SH3C0,Project,cezar,8D. Git · Branches · Mobile dark > Shared mobile header > Project picker,N7h8fV/j8iWO/EnJ2c,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
985,N7h8fV,8D. Git · Branches · Mobile dark,o1HvGa,Change project,cezar,8D. Git · Branches · Mobile dark > Shared mobile header > Project picker,N7h8fV/j8iWO/EnJ2c,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
986,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,main,8D. Git · Branches · Mobile dark > Page content > Repository controls > main,N7h8fV/bzN7k/oHT2A/Q7SuJK,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
987,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Pull,8D. Git · Branches · Mobile dark > Page content > Repository controls > Pull,N7h8fV/bzN7k/oHT2A/zt14h,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#0F172A,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
988,N7h8fV,8D. Git · Branches · Mobile dark,xX0GU,Filter branches…,Filter branches…,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > Filter branches…,N7h8fV/bzN7k/bgZKC/JQwCn/oaD7e,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
989,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Switch,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > bench/156-combined-shards > Switch,N7h8fV/bzN7k/bgZKC/JQwCn/s5ut3v/DpxBr,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
990,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Switch,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > bench/156-rebalance-optimized > Switch,N7h8fV/bzN7k/bgZKC/JQwCn/gI2Ro/Reu0G,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
991,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Switch,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > ci/automated-pr-review > Switch,N7h8fV/bzN7k/bgZKC/JQwCn/dT1Gw/mMI5h,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
992,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Switch,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > feat/complete-worker-delegation > Switch,N7h8fV/bzN7k/bgZKC/JQwCn/arw1x/yAlh7,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
993,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Switch,8D. Git · Branches · Mobile dark > Page content > Branch management > Branches > feat/detect-recurring-ci-failures > Switch,N7h8fV/bzN7k/bgZKC/JQwCn/Y1Mypt/yKFL9,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
994,N7h8fV,8D. Git · Branches · Mobile dark,pbEXQ,Action icon,Create branch,8D. Git · Branches · Mobile dark > Page content > Branch management > Base branch and creation > Create branch,N7h8fV/bzN7k/bgZKC/ckqfZ/x1G8n,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#0F172A,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
995,pV64O,9A. GitHub · Desktop light,cgB89,Search,Search… ⌘K,9A. GitHub · Desktop light > Shared project navigation > Search tasks,pV64O/p6BND6/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
996,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,New task,9A. GitHub · Desktop light > Shared project navigation > Workspace links > New task,pV64O/p6BND6/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
997,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,All tasks,9A. GitHub · Desktop light > Shared project navigation > Workspace links > All tasks,pV64O/p6BND6/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
998,pV64O,9A. GitHub · Desktop light,f4huG,Expand project,cezar main,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > iac expanded,pV64O/p6BND6/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
999,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Tasks,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks,pV64O/p6BND6/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
1000,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Git,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Git,pV64O/p6BND6/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
1001,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,GitHub,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub,pV64O/p6BND6/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
1002,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Skills,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Skills,pV64O/p6BND6/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
1003,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Workflows,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows,pV64O/p6BND6/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
1004,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Settings,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Project destinations > Settings,pV64O/p6BND6/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
1005,pV64O,9A. GitHub · Desktop light,cOCez,Session status,Fixing finalization failure Parent · Done #217,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,pV64O/p6BND6/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#187447,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1006,pV64O,9A. GitHub · Desktop light,r3iXr,Reference status glyph,#217,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,pV64O/p6BND6/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
1007,pV64O,9A. GitHub · Desktop light,cOCez,Session status,Implementation worker Worker · Done,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,pV64O/p6BND6/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#187447,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1008,pV64O,9A. GitHub · Desktop light,cOCez,Session status,Planning CI follow-up Parent · Running,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,pV64O/p6BND6/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1009,pV64O,9A. GitHub · Desktop light,cOCez,Session status,CI regression checks Worker · Needs review #219,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,pV64O/p6BND6/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#6D28D9,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
1010,pV64O,9A. GitHub · Desktop light,r3iXr,Reference status glyph,#219,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,pV64O/p6BND6/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
1011,pV64O,9A. GitHub · Desktop light,f4huG,Expand project,hearsay-local-architect main,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed,pV64O/p6BND6/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1012,pV64O,9A. GitHub · Desktop light,f4huG,Expand project,earwitness main,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > earwitness collapsed,pV64O/p6BND6/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1013,pV64O,9A. GitHub · Desktop light,f4huG,Expand project,dev-toolkit main,9A. GitHub · Desktop light > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed,pV64O/p6BND6/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
1014,pV64O,9A. GitHub · Desktop light,tZRqN,New task icon,Global settings,9A. GitHub · Desktop light > Shared project navigation > Global settings navigation,pV64O/p6BND6/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
1015,pV64O,9A. GitHub · Desktop light,a8CdMw,Local execution,Your agents. Your machine.,9A. GitHub · Desktop light > Shared project navigation > Local workspace status,pV64O/p6BND6/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
1016,pV64O,9A. GitHub · Desktop light,afg6q,Project folder,cezar / GitHub main,9A. GitHub · Desktop light > Page workspace > Shared page breadcrumb,pV64O/JWE5c/V7pyQ,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
1017,pV64O,9A. GitHub · Desktop light,wNg1i,Isolated worktree indicator,cezar / GitHub main,9A. GitHub · Desktop light > Page workspace > Shared page breadcrumb,pV64O/JWE5c/V7pyQ,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
1018,pV64O,9A. GitHub · Desktop light,qErrj,"Search #id, title, author…","Search #id, title, author…","9A. GitHub · Desktop light > Page workspace > Page content > GitHub filters > Search #id, title, author…",pV64O/JWE5c/w91Uxz/LZChJ/jyNt3,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
1019,pV64O,9A. GitHub · Desktop light,pbEXQ,Action icon,Labels,9A. GitHub · Desktop light > Page workspace > Page content > GitHub filters > Labels,pV64O/JWE5c/w91Uxz/LZChJ/PyDQq,lucide,tags,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-tags-a86b0de233fd.svg,lucide/tags/a86b0de233fd
1020,pV64O,9A. GitHub · Desktop light,pbEXQ,Action icon,Assignees,9A. GitHub · Desktop light > Page workspace > Page content > GitHub filters > Assignees,pV64O/JWE5c/w91Uxz/LZChJ/vHyPc,lucide,users,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-users-37a9b729f959.svg,lucide/users/37a9b729f959
1021,pV64O,9A. GitHub · Desktop light,bsIXQ,Identify the cause using the linked run evidence,Identify the cause using the linked run evidence,9A. GitHub · Desktop light > Page workspace > Page content > Issue list and detail > Selected issue details > Identify the cause using the linked run evidence,pV64O/JWE5c/w91Uxz/Npk0P/t82dU/KU0yQ,lucide,square,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-square-9b5f7ad36ea3.svg,lucide/square/9b5f7ad36ea3
1022,pV64O,9A. GitHub · Desktop light,ErGO5,Ship a fix with regression coverage or documented verification,Ship a fix with regression coverage or documented verification,9A. GitHub · Desktop light > Page workspace > Page content > Issue list and detail > Selected issue details > Ship a fix with regression coverage or documented verification,pV64O/JWE5c/w91Uxz/Npk0P/t82dU/i91W4,lucide,square,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-square-9b5f7ad36ea3.svg,lucide/square/9b5f7ad36ea3
