frameId,frameName,owner,text,property,actual,referenceOptions,status,browser,design
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
M6nNaF,S04. Project settings / Worktrees · Mobile light,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/M6nNaF-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/M6nNaF.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Project settings,font-size,28px,25px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Project settings,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Project settings,line-height,42px,38px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Prompt templates,font-size,20px,14px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Prompt templates,line-height,30px,21px|32px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Add template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
mQkaN,S06. Project settings / Prompt templates · Mobile light,settings ba089,Add template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/mQkaN-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/mQkaN.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Global settings,font-size,28px,25px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Global settings,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Global settings,line-height,42px,38px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Notifications,font-size,20px,14px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Notifications,line-height,30px,21px|32px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Notify when an agent needs you,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Notify when an agent needs you,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Permission is requested only when you enable notifications.,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
h7wNTk,S09. Global settings / Notifications · Mobile light,settings ba089,Permission is requested only when you enable notifications.,line-height,19.5px,18px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/h7wNTk-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/h7wNTk.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Global settings,font-size,28px,25px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Global settings,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Global settings,line-height,42px,38px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Skills,font-size,20px,14px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Skills,line-height,30px,21px|32px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Update Open Mercato skills automatically,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Update Open Mercato skills automatically,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
aYBO5,S11. Global settings / Skills · Mobile light,settings ba089,Manage installed skills and sources from the Skills catalog.,line-height,19.5px,20px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/aYBO5-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/aYBO5.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Global settings,font-size,28px,25px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Global settings,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Global settings,line-height,42px,38px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Agent accounts,font-size,20px,14px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Agent accounts,line-height,30px,21px|32px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Claude Code,font-size,12.5px,14px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Claude Code,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Claude Code,line-height,18.75px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Codex,font-size,12.5px,12px|14px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Codex,font-weight,500,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
giEbe,S12. Global settings / Agent accounts · Mobile light,settings ba089,Add account,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/giEbe-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/giEbe.png
